worker_id|skill_value
4b4d9f93725cc8a38ce0c21059fe8d0d|80
782c32bf954268d2764ec4411aa7188e|80
015310a9c02da6388506f6dac21fec09|80
d364928f7adcc0dd448e9bf4b51a0248|100
8ea5caf2e1ecd031fddc9dd09fbf4cbc|80
6c0875832020d7292689a8df50579556|80
452d85dc9f4868cd6a62126e23f0bfbe|100
cb3166b8f96d8c742bb6f89373709078|90
a2f6332f93b70d2c20c20e5928d3da95|90
9f7850d125d91692c641314df0fa8143|80
f3ce52e7caf7235f8fa894e7f7118e7f|78
40da05ec832fb02d82c277e30e07af49|83
6928fd2416226d676818d5cdc68bd3d3|83
f6aab5e7e1080dd408db7e21aa87a213|80
c26307986a92f8ea7c6d5e030af157b5|90
3cea9a18f5e3af7156a2db14ded316f0|78
03585d52b5d4b0eab38ef8ea082cacbe|78
644d394ce12ad9aca0b9547a2abc60ac|78
8192f020480e68f1cb370d32cab021ca|100
f4f26870bf0bbfd6dceaa5910fc69ac5|80
38a071782c5eb57ff06b64a05df23783|75
14fd27b58021547d049c365dedf0bdd4|100
67e28193ea016f8dc74812143eaadbf8|80
cc53816c3873c6045ffa4c04a581ac51|90
93d44abbfb5498b9b9eb3022c0bdd4fc|90
1b7cda0861db6d85f1780b3c0affce01|80
aa53cae5262df902a82a9e316d522a4e|80
0f0170ff8e91669fabd4a6bd78055361|80
a907dc73a12b07ee2ac474d823226c7e|90
e237e533a6ca7f8449e48d07136b19ea|83
126bbfbe9b9eeacc70016da82253ba79|75
428df141d6aa82315fd5622f1542ee0c|75
6ccb4ceb04f7d758abed7b3496657a19|100
6ce19f69e765de1cf68b7a424012c347|90
0577258eda25a34d674107318cf429bc|100
864d4006fa20d15cd9222e05dffda744|80
00c7946f74f08df293bd0941ddd86a6c|75
b1fc4fb5e56d1de9a1ca816064bbd960|83
84db9636574c78b85de70df9bcfbc260|100
967f7c3ab23521ffd21da120bbfa9899|90
ca801ac344a2d80dd7aef0766ea0f541|100
5163e9a4a0a70d73a0f3b56d9c7ebe41|80
5c2aac02b83da74a355aacef5e1c1f04|75
405ebb4e3b653405ed2e7f4e553bea37|75
8afa914767994b010610949588d47669|80
ead10e87c25a6aad3f571d9e817a119c|80
23475695ceffcbd93a21fddbb5899675|80
b8d17075e9f74ace25c8fee7b33e6923|90
7556c033a3a111da6835ef8f62cda26f|100
3810b60cb11b319189b238bac4c7a87c|78
23a278b8abff705b8b102c3fd1d18ae5|80
31bfd066c3c85c51850596bd00dcbf96|90
60ec916170ae0b82852b26565ff1628b|80
93f41e239322f44e07129cb2be557312|75
9da1b49023716d3d84bb235cd1e910d1|80
e6466bf2e38f4c1ddfa019618aa7b21b|100
c680f24cbac70609c2859398e0bc6f28|90
7249f90212e8bb2b50e9976aab2a55d6|100
428c7779cf40e7936081910ebe660e96|75
a5380e9af3dd0a3e438bb9d0de48aeaf|75
a57333503624311a0ed94a07a9e97bbb|80
8344c9cd74525de521ef48bd250e9b87|75
acd3af9dab3831f8ed13f6f47ebb5712|80
ca764a17c67fe7c1c3797ebb5f62bfd8|80
ef20b91daee31b3334adde06d1b0212a|83
d96832e17bd18b37c888a780d0a85ecf|90
923b5ed941091fde78a15162dc4ed42f|90
ef6bf91ee85143314af3baac1fa0f11f|75
ebcc9b847355b861c18e4f9b60bffc97|80
f89ae23cf92867f49e1ce42fb068457a|83
417a583d3d56cb25846d46628d6a5400|80
a2db29159e089a1d641b83ffee4148f9|100
f2a4cc5871a57240be1df13dd3834a1b|90
7ee3dccf5634eb9e4cbc62e4114d5c0a|83
a69e97ecc07b17ec0f9dea38bdec4908|90
