worker_id|skill_value
f76947723a121caa34bfbc3d4cee0580|50
d8cd78f7a052ecfab138a4739bbe321c|60
ad231b147a8c9d1e1af20f50348ac1ec|60
7039b969ddbe639cf107075c19584d96|50
c809cee662e27e127081ddaefef5a613|40
825a31f3a6c1347bab8bc9bcbc2d121b|70
ece29e2c126d17fb5b2885c5eccf5fc3|90
c7b7d4d781b3382212c2d75352de7d4a|60
5f723ff4a7be8de31ee7f2d51f2a058e|60
9d38bdf797937ef50586e6c5ea557d74|60
daf1ebce7072b353813419ff5f110451|70
0b1fad8c1fd033219cc2dcb6605d08c6|40
78e3f83457bc261aa5a0ecb3b1eb4649|40
2004db0c4ac2d39d4d57dbdfd08f13d3|60
e77c994010f501c884b0cd6b1c7b43c2|60
75bc70be4105d424758c07e1b8c50861|70
c7602479bcdef7c2d8972025ae62d96f|60
886150e0d493d9f06705ca7c5fe9c56a|50
c643dce42156ac5ae114adfa28624faa|50
311fc71aac38bf7ba1a8e14c322f6d34|50
8f6233cc7ef7533b40604f226b3d0c4b|100
2c5f187e84f2ac8de756c5aa071fb0b7|60
1c7427bbb83cad000f2700993b56cfd7|67
fd5490b804cff93002e04a12be443537|40
f84878b2a8cbfe33f72f797e2ca6cfe1|90
8e5ab1eb6902bbbdb61e6734583c4974|75
bdd2209be7717e268df231b324017ae7|60
90b6bd12e618f5ab122dcec4a372cda6|75
407adf6fbb997c618f8509cea137f584|75
617eccbc256e6dfa76df4fd310958318|60
8e352bf15cc8a8463e798cba78e31f8b|60
fb02b45ee6fa08b0d59b06f0c59e8981|50
efe05dafeea93ce6c9abc837b62a4800|75
31477536d1fc06f8de2fd03f87f06f69|100
823070bd473d18ac592f7aae9ada4e55|60
ebcc9b847355b861c18e4f9b60bffc97|40
335723ec38c2daf0e09684764e4d8692|100
bf6aa00feca3a65dbe9518c93eb422f9|83
f66cad91d3f4cc73335383076e5c9d56|50
819342f78276cdfaceaa98f09c17435d|40
d9b9c5973eb5c911e64321c6e12315d5|50
f62807bac4af8c1c79a4f6417f4bc1d8|40
2e5e38439abcbdd54bd2fba34c84c081|100
4ef7d06fc5fbfd77c94c9b3c5ce209a6|60
3cc034699f283c0db688d2ddc4cbcc45|75
de4d2eee1a109782b7757ef201559f01|60
ba3513f6cb81849405530fddc5d41871|60
90a306c2e81f13f37285c5671484d254|60
50791c590758dd43e92ce0e3f238e5ee|67
48082576a52751c06edf17490c2fef3b|100
233f13c313beea4d96c1d059237ff9b0|70
006b7d47a4d0c147c974853b04d38526|70
3c0b7f893bb0e39b92b27bfde50595fd|20
808b661f4048440dd98250ffcdce0006|60
ca96e78931ee33b37088afb7ed84a7e6|60
e051b6a0ac5d8244e3f2230818801d1d|100
fddfbc4c6e05574a6d03a1d9abc83524|60
159fa5fc1ec7cea9f2afa42f9b4b4cff|60
1e2edb1594e24246444a2d4071ddb6a3|60
aee5e6a4c09979083e4f0e60ccebbe1a|75
9f8b37939691c19125bc7fbd2b270d06|50
08e7686c325b5ce0a7df1326f4206704|100
be2a807ae4b80bb47aae4c2ca049b833|75
f2952385561ee8e7c44a6d5e48394699|20
28a84400fac16b4dfc5ea63c87d23a82|25
4525f3e0a84911c477ee4125879a7529|90
75e23cb8d8a9028b9f16fb385223067c|60
41c04c4ee0380242b4dd656e618898f2|80
306f5b3bbf9c9c5cd9e2a37ea2869784|90
b6287db1304ff960519aa96791b08afd|80
61921b3d6f95fc773ac0b2ec09d55e85|67
8d9efbaa262e09fcf591d521ba004ba3|75
bc5eadc559ddc8af3b06b1653fbf2072|75
9faa7627c643e7095b0ec3dd65ec4286|50
c828f82e8b0a9fb112dec057b999bc97|30
fff0e7c1bf2f924d22de64721fcc6e10|50
46ec44421e72fe1b52b42c5e48dddbb0|60
cf59850a285de7343d2d87a1632ede3a|30
be28e06828a884b1b50ec35cbfda5a6c|60
3c8f7e52db52a24c2a86abe33bc8dcd4|50
b2bfd872454b6ce966ca43ec7368bc2a|50
4ed6e90fb9f48189cfaaf7a176cf89e3|60
46a894d91fff242cacba2a1e423f6889|90
3b645d739b779f01a083646067a8f4df|60
0ad7ccb6a76813c08f76471aa37a48a9|60
241951dd9fdee8ed40bb733c7cb716ac|50
