worker_id|skill_value
60732b88a5495a0e6f48b18b2929c109|100
f62807bac4af8c1c79a4f6417f4bc1d8|70
aa9c265ffe2be40e4e68eae43a3d0cdb|50
ce3e479b9803eec6db9ed9a15421520a|70
af42c5a64c60f5d607e94df81a574c82|50
8b6bfc738a28c91a2415d5db8cb6ccf4|60
c32a87415a8fcb1add1f637a88578b51|100
3b645d739b779f01a083646067a8f4df|70
e38326783caec4224ae826c27f8e0214|70
44d034a4c4a3a986bb263d4d4bf32af6|70
ae415cba0aaac39995a4eb2f5f89fd4a|75
d51bb748197bc60e01895d74fe68bc6e|60
fdf11dfdcc6b90cd7a2ebab498a8ac55|75
c6e02e432c3318ed267f302eedcf0d7d|70
4bb983a79e31980aa93a69761b70ca6f|67
422ac5757f06c79f24f4bd49a13c84b2|75
379c92bd88f7998264899bfacfc64193|70
9f9ccb713416504d28d2948a11478980|80
161cd45810c76b47a5fda444a643846b|60
0992abdf76d06cfae322e2866b0ce4b8|40
f1a1e9481c91c1d1b4d930eda86d0378|70
98a66640c881e19a1fe10cbc9b5cd1a8|50
73e12929dba30558d25d71f2c21124c2|60
158c75aa3a5951b6097a77ae8169fffd|70
b3acbf5cd1815e2a3e9f269825ba214a|70
9a816a8a19aa51841052b721272e6018|60
47ae517b13a4ba5f7b1222a429177bd5|70
808b661f4048440dd98250ffcdce0006|75
c91df19899260f0d700803e17fc645c5|70
afad0bdc443e3840b7a2c187fde0f63b|60
22b9a9d018b4c300ff5a7a600aed6ead|100
58cc9ecca5abf9830e8e137fc9a71405|90
e5a52fba6df51298733df0f2f7073c40|100
587681033b9490ef5c68ffdde95f2e0b|40
365dbc349690b9cb137b66cc07e03895|70
3b4f345ca7e9810b35ff59c64fa3f188|40
243d7f7eec36ce6bd5e88d655a64c3b8|75
e8ebb386fb4485cd39b4be3a5b6eed5e|80
50791c590758dd43e92ce0e3f238e5ee|60
0613bb7d6a055407b98cdd026dfc73f3|60
34223cba7eb9066f823127d103511ebf|50
c9c6deffc8c3c266992771f032804f69|83
59b33d3c67a04e74c8d81c63e1820d5f|70
60ad27c9233283fa27aea8214319d979|86
9ba49de8f1e4413b95887a8fa8ebfb26|40
0c235f60b8ff3136f0e15d921d438418|100
170209b4f753a7d83d99c024e97479f2|60
dc20772406694ce5e8feae1620d26561|70
c76bfa6ef5771166d00d8666cb73d4e4|67
