worker_id|skill_value
05869d92845447e09c2253466aec7e9e|100
9fe7640453dbdbfa7fa8edc9f51e1d80|100
3c3152386486d5b26734e04f96e38eeb|83
72ef1ed86090f44ed613a390d7ec9128|100
3c4b19f437d31f21e651b1ba2b886958|90
b94dbd74619b6cf1a4779addcff5e1d1|100
9ca5b011cc998bf6a05ec0a0def47af1|89
df25e1ffa93b4cee0ed1aa96d4b9c027|100
2ec0ecf0cec8bd35a3471c386afcffa7|33
dde23d8f3c931fa50648898a735cf203|100
baa675bcdb4f55d1c58f4331e11dea48|100
02694cb0b423880072821e0582622559|100
54dc1fd19b4da5d09934e4d2f87ad1c2|67
deedafc8fe45ec4591ce69196efda1ef|100
0fa81c631c7ddf6866d0e74b445def47|100
f58d290296267bf121fc5f04e7f71259|100
2e0d342e3655ebc4d5671fa6d65684fe|78
6414ebf09dc4ac092987054210581d28|100
e8669ea9a00eef50087f0b37fc78d202|89
592e965a4d0431eefeb94230a4aab24e|83
0a9c7a257f3d0408da86bb71843cd53f|100
a657c18c2485c77143a422a678f9086b|100
c80a9c4b08849efb927765b539cbb394|100
c268b0744aee36fe71132d931c28404e|100
4ff3bb526bef2dfc09d25d66edcdc772|100
e1cf13a32bce50b4e9aebf9bb35cdc2f|90
7b10812298f33d5d926c57ea59bfba7f|100
31209f9ea2a713cafce9a40b82ddf187|78
bd8bf79a71561adad174e828b02f1657|100
68f8a7830516c3940eb7d78fbc520d8c|100
e7f280be4cfaddc1bd5a066090011345|90
3f33a59ec3086d8864152078452cb19d|100
b609bdfdf3c36fa56f711e10b902a5ca|100
dab2721eb57a1c64c64244d8c15ce851|100
4d2a58921e426744ccfc554c572a2243|100
007230d9384bade0fa9dca06f738e9f3|100
fba545794d5f776e9b94885a78ded5d5|100
1cb9c517a77b9e88f58fb05f44af135c|100
dc619937817a9b68706dd94f9ca2e509|100
8b6bfc738a28c91a2415d5db8cb6ccf4|90
aa5cc7efd9261b41748becebf95ddac8|100
b23e58a50b7ff12474d84261618c7587|100
3c92b7a0e2ff16793de07aef96e53d75|89
e406833b959069b906352c07c2d4be3e|100
cbe9ec90c12e40eeda5d2ef72f15b80d|100
b6f9f76f184fbd8a5e4ab8f09b33540c|100
7ffba062092ae3e56aafb1fb84d378df|100
cdaa4e3273fccf6cd19c58c7c1b49d94|100
9cf440ded3ce355b265e7d106da6aed8|100
07b291f5ea1bc4f3f3a95c3e5e813ea5|100
47e4f28fb7ff225a0bbddc279c312d26|100
d31983dd6f3d104c01d5b6ce47a67bac|100
576b182836632025895b8ece8865383e|100
27b4398be1c5930cecb8581aa3abe9a3|90
20e858a5e57b8f4870d16d4302bc03e0|90
7e50fa333cac575e79085f54366f3be4|100
4f300f0c585181b13bfb9d19f0bfedb2|100
7a403ad9c02f5767765953f66b4422dc|100
b3b8b2b0cbcec863f9f037667a41758b|100
6b3139d3611b2cae40b148dd07940af6|100
53661add1c07b4b883bbce1480b18225|100
1f86103adba899ce6f47aa394cbe0628|100
77f4053efbdfce9c5b511fe98839f9a2|100
243597889936d571d9a40be1cfaae079|100
4c43762235700242d9515cdcafd8c49a|100
80938cc8f91fc028409a0bcd60403e4f|100
455e3a2111dc76524e3e6243bdf37427|100
f6a24b041118bc1ab9442f258664a665|100
23a278b8abff705b8b102c3fd1d18ae5|100
e4cf0b1970662a643feded2bf8338add|100
e3ef1cce8a13b30861a41fe5c595c22e|100
b1b12bb75ef1363ec86f83890d52a005|100
a69a1fe0322be2bcf2a0412db40b6f61|100
4a511270315752eb30fed09acc2a1b48|100
d266211c1c6e3959ebeb28896cd156f8|100
dc6b65fadefe8534162d2259ea708135|100
d98a1d1118f1d015cde26bfbca4c5a65|100
98b0582e3b4c70093fd6e489255d7113|100
d171b547bedef18946541e2a2a6ff829|100
6543d6fa3b2754c1406cc0aa718a44d8|100
a1f04b1d88ca645ef1402ff80c7c916e|100
91a2786f8bb9c9055a2762fcc87356c9|100
1c53acc4bf907400235fb133d867e23f|90
e2df7defffb8620f067f8b63c5417a55|100
7bffc3e4c85d0b6fa05e9263c5175f72|100
3766a042213f717a365a68e64e7e7245|100
cb393dd21908800455f69444243e1cfc|89
07426c5865a908c74190bc6e31ad92ef|100
f87861431a6d56c19ace197910bcd63c|100
88e114ea84387924152087a96a107955|100
64a1b5c2fe81d402518bee2ef7cb35cb|100
babef801ca5907be41e7ebb6e6ca1707|100
158833688f9afdc1200c5b4a932793d6|89
66807f0513c908ebe82e8ffa5913e917|100
04361f8dde45aacf845f9170a9f5369e|89
52d6142e0f429a5b60101ed1c87c453b|100
c643dce42156ac5ae114adfa28624faa|100
50fcb4977ddb9a1a55a254fe5fc3a62b|100
75d7c0f9b80ff78c6c16a0cf6589f4fe|100
2e9960aaab6423c42a6a899448423859|100
ab359b4d7d5f9bbefd2f76d8d625e623|100
4d9377577a0aae84567cf84420f13fd5|89
000f3325acec0d788ac3ea8cc3a756d0|89
0f5d863bd5ad9443fc38f725cb98fd55|100
79b52c05f8d0c82c70a44bb0d2af561c|100
1539743f1ea675901ae78fcf16c1e39d|100
8bb1b4c7ecd50b3c41caf8fbced1971d|100
6c4e36ad1d4d198279c7ce277c553f3f|100
1171f316faee7f6df7f0d7bbb938f525|89
f4b4f66ea05f95987014d9c4eca80f05|100
7556c033a3a111da6835ef8f62cda26f|100
a2d35cc2394118b917c1b17dcce4dd90|100
6a8c79f173a9f4142bbe746368b5622d|100
f098b8dd82e69fb8c8efd1e4a262cc92|100
a2f748b93bd11b5dfed596eda14c2472|100
dfd23d76caa7a874fd8356255a3152aa|100
10a56a6a3671029d252c5d113242450b|100
2e44bf4379fe2811eb111547be6350da|100
958571033a418373ba44a02545ec6c9c|100
24ef44b245fa8e0f929db1cb394711f5|100
ff7ab3c81d1e94d81dc8bfedab31039d|100
8d9a72c7c6efdf4a7cf798bc214f169a|100
cd3777571d2c5ef7c9d0ff4a8d1c6771|78
5987c7171d93fb8bdb376847b86cabc4|100
bd54db887b76344118ea1a4969174073|89
ec91748fcc1b8d326fea209cc9aff214|100
c62cf1150295b3ed94fb591a965e5114|100
0973de0641e29ddade4e597454337613|100
bfe9f7b19327dd7414b0f391d389b6a0|100
3278916f7337626dd2cc243c7e50f838|80
327f9cd897d20af274b7ad9f159c6b5e|100
58fb2b7d933a0407f306bf43254e4479|100
e6466bf2e38f4c1ddfa019618aa7b21b|100
90b441767a3150a8b155425628d61141|78
e9bbcd543d9bb2095be042a482fe43e8|100
2305db95df18beef3209b5de19ca518f|100
9eabb5aad4481f544e15daf6471e5321|100
d405a75205018e8442a3eb9e17ef76b5|100
596d8c8853ae287a8f6d8ce710753c13|89
4cdb7e0e51bdefeb31c37a36dd4c08bb|100
7ad6119b7906d6eb37546bdaa3633518|100
e577acb3bbb37222ab454e415e53678d|100
6d242cc8cd6a4887f9c7e0a8b1ae56a9|100
bbea7eec214a3ee8c9d03cdabd910784|100
3ede34c604a9e55bf1d21f122e2db292|100
6f8e2820536a90d373db528301340d5d|100
5e2ab03eb1d0eea4e297bb0b91d30579|89
c3b72da5378d99c4ff1a4edb47c6fc99|100
7d2b6b9a713a36936f12d48285097a41|100
590152ea24c712153d2615ad603b1d6a|100
ce3e479b9803eec6db9ed9a15421520a|100
bac7a8422965502ff6c9c7808463f872|100
3c596a37272481d1bb3594068770fe47|100
6e3968fe40dc7a864b51d183b82437a8|100
4743fa9b9eb3d239d95ce9190e97b615|100
6814036f6a017472b36fc9898f86247f|100
074e3f9a0b77e0d5f87679c6f5fcc865|100
