worker_id|skill_value
dbb7fb8605d0aa929973aeaa1fe02d1b|60
638ebcdc61c5724b7f492f634d2c36a9|56
a1c04e00afc226bbbede9a375975acc5|56
6b5aded973fa1fe912dacdbefb70afd3|67
725bbb38226a8e6f30b17ed3daa250ab|44
fd12700a50f0bc44700838e29edf05d7|33
ade870e6c8379cfc9faf95c9d999a4f9|56
efb3d68b5a4f3aca0b8336dd0c441c7e|70
e8db463434fa06e81c33deb382d0ba46|44
fba2cd291a317c17b69badeafc59943b|80
17fb69ef31ad552f5ccedef5239c26ea|56
7f9330d56cb2e1de76ad2143de125d6a|60
c3b72da5378d99c4ff1a4edb47c6fc99|33
ee88678702857639cacce34869b448db|60
418d9b640cc7ed5ff6b1d7e73b315c28|33
cb393dd21908800455f69444243e1cfc|22
cbd2aff204e63420bf8d35dabedfca41|60
7a403ad9c02f5767765953f66b4422dc|56
23d9187d61738676031a57531680f447|33
a78fffda0aaf4d6cb4b873d6d63aa261|56
cd1e90f32bb5ee88662a79dbf206acc3|56
537257331a6332c66ab2f1be187ce16d|56
cc516a2e9f98962b76ce7e8968695906|67
829ded58c930b70944f3a60dca74dbb1|60
b237151187390efdabf4cc9a98b69421|56
8c9b225149e2434922a430ff2fb73558|60
57e18c28b6ec10b05d0d252427ed136d|44
6ece830f55f9b5bee8862032fd6e607b|33
813fc3bf50573ac46a37fb9be7d75bb7|56
0186a855173bdd3e4ed037732a92c0c6|56
548313ebbfaeece0662e77eb9b5970b3|22
03b48094ac25edee87ce1e8c9f38f40c|60
6f7c1833392762bce7d800d9ff35f7ec|60
d4b88ef37181ef2a351e186cf9fdeb9a|44
98672c613009d73e67b569139b68c27d|33
c63e99889ee91db43ada048091cd9869|70
37430fd20e4b9bbfdddb9e71763ac0f3|60
7ef77004cf313c297e1dde4517bddd39|50
5e674993d434829de9117a79320e4ce9|33
35087a931b886b10d3d27ea1547f48d1|33
426ff7ea1d99d7cf31cfea4d44bdc459|60
6af6b02e8c1c6bd3a161eb57c5e15aec|44
75a1abc1afe15bb338e19cdc83062e9e|33
756b527f644db6ef637030f5e027486f|22
84909bca6b354e95e77d410e52d7782b|60
96531f21d2eaef5059b43d6c8aef1c1c|67
c74b0fd998010115421fad3353c9bd0d|60
f546d4f196023dace0371efaaa4ed65a|60
75e23cb8d8a9028b9f16fb385223067c|22
960cb5c209f07ef4507cfa1fd65c828e|33
81906bb80598b414f024c50a2166e905|33
362a49cf36ae75ed624f3daed3d22ef1|60
1aa301f6671b16ca59232119ae7323eb|33
a7a6b58a134e3f1e19933b570f4043ad|56
6aff59f2655c00b2927f4f5fd9191a85|60
f158a34091027fd094778982adf5cf10|33
7d35f996b196d64ab87c9f48622432d2|60
a2a21b845a85b77366d9d78fa03cd2c8|44
cab17970379b65e159c8bd07df79fc01|60
248d212d13d0d1f80d7a290ef8b11885|56
580b0880a931e93bbedb0951aff5007e|50
31209f9ea2a713cafce9a40b82ddf187|60
030bb4836fce0f4d124b5de716ba75a1|56
a0d7711317322f04c6baa4cb3aa6f766|56
98cede6177b2a672e34de5ab1082e586|44
607cc9969b2d5943c11ad0c8e08d1517|22
9a1bdba42b34128c8924563058e782a7|56
5b314f3038ae0e32b69c2569f050d00d|67
46ec44421e72fe1b52b42c5e48dddbb0|70
d2f7b9c25ea490b4f0b21b3317e21f4f|60
2f823d271a0e92b5113b18c4d68b0b84|60
4b1059d2c8d8907d0db50cca18bb0642|60
694d2b11f5f4fc392a9abec08517d580|33
2ff6097700e3f557bc552e315f6cf904|60
4c099ec447c72b1aa43308c5a06b0ece|33
d6490468c3df198d2b6b7602b269568f|78
cc53816c3873c6045ffa4c04a581ac51|22
b5ad2b1ca20ec0f64fee7099b749f78b|60
bc6b7b9c0622ecea9429c07ee445dd2a|60
196df9eff0982ff7fc4d6fb1c93e1624|90
253c46bb9f5575a43206d17d5d8822d9|33
1d1b49b2ff953ab04212c7e16da63850|56
f1a1e9481c91c1d1b4d930eda86d0378|56
b2c3c6815a148460a21528501a7f33a5|56
a00d5293d18614bcf33ae0530a7b7468|44
b252f2c7698492397afd49e030c6e5c8|60
87c44f86e85e1e9fe367c66a67c86ffa|33
c78e14de9b5bdc8ecc1939cfb618dd6e|56
33245961704f36fce781717a619fcbcd|22
93d44abbfb5498b9b9eb3022c0bdd4fc|22
b06edd7a76d229d59b973d2fbbb4556a|60
af2d064c678655aa688521d2c33e54dc|56
1926217de6a6e4e624c3ce4ed8329ebf|56
90ca9eb01e8d2cc9f2af14f1310bb039|60
1add97570bde78d485214519a457d496|60
2bc5380f0ba224de94da852bac26242c|33
35231a33f53a5123b62a2e27286a62c1|60
9fb83c410ace81d5cdae17e1178861e9|60
6daf7b54b87ebd59aab292331c1e7277|44
e6e04ef36da27d5c2cbf9cb20c383dc3|11
68e7b1ee4a0814f6b839e317db299c3f|56
b609bdfdf3c36fa56f711e10b902a5ca|22
2ada02fdf858aa154daac193528fce41|11
8b1b5025fc8ed7e6f1902fa3a959b9fa|44
ca30acdf9cdce75f6932d9b31940811a|67
8adc35ba43082b21390d5bea85968122|60
81598b832a3e7bfe522da283fe4df91b|33
5d34991b8acd3cc842697e8cf3114c02|67
56be1497c282392e13ce53e097dce824|56
59b33d3c67a04e74c8d81c63e1820d5f|60
4018a793c78a0c17f0992855c592a199|60
b73c023f5add062d5fac202ce88d6447|33
ea5f87f0d7cad161b5622f83d45e7924|60
a0d047fa6db22a123e33fa5c4665969a|22
9eabb5aad4481f544e15daf6471e5321|60
7985a1035f517478ff288ebc502f9ac7|56
9b5e6e537018fa1e5c7c22a9963f538e|33
7a11987b19d433939dc12a9fc0897012|60
80189e6c6fc55a831fa92ff4d987fbc8|60
a0720b0fb5ef76bb64956106bbbccfbb|56
7658c8f2491a157d05f2085be6ef4c2c|67
d5e8b9ef495417ea4b8dcfad2281135e|60
43c263404c99523c529bf82ef0020dc3|33
165f8514bb1b733e4d0333bd9b9946d1|60
4cad608a0e9a34c62faed3d0e58502db|11
d30e9aa7dac298e8049f352959c4611c|60
4b69947b5d8a7599b092b9900b877c63|56
e2cfdf614fb5652bc564fbc33df92b3e|22
4cb0888dee87b6dc3596d2d5bd3d3b34|22
e58a1e6b7864a3bb33fb9a297cf0ec6f|44
4a578a9950df285d3a762eccb0541c83|11
10f105352b61089662eb8ca705cfc3e0|11
bd5e6013a9d51d26ccd4920861fac9cf|33
bab892c98689d9893ed7c2f8c3951e90|60
a5700f39234c68efb4999ff06b8e451d|60
b9789ea14653c5f297daab1d47704a6c|44
2bd00696645242d964bd3a1379f7feb7|60
80486a5b7f484d93d2d3043ac83d561b|56
ac2e59a13bf8b8fe309d8540a9ca230f|33
b5b4291433a350a598b3ed2cf1f5a3d0|44
31acab3a61ab94d971ac4b032638e1a5|60
2c5f187e84f2ac8de756c5aa071fb0b7|60
7853d799611da0914fecb4d1c52630a7|70
ce7ef15c42b0230a53f568043eb2b5f3|44
b7bf9869d5995ea03770a6115fba4a13|11
b85bd67990b53c8ca9bd27e3dd18d105|60
01ef9d398baf465ac4f20fc835ca3bcf|33
b3b8b2b0cbcec863f9f037667a41758b|11
72d90216745117a3fc9c24fc58c367a6|56
d248655a5d0ab7d43c6cf24cbe91912e|17
e6c94642a1521b7ed5830ac6efde09e5|56
215f9bb83ae709f48e7e349aa6c5b645|60
9206f01f220beedeef20f59d4246d4ec|22
28df7fcb1ee30c499d7265692bf2cebf|60
2934151548af8a8363d96b7776a7c3a5|60
9c92aed02b5e3bc14771e0364a80fa77|80
226b576314e6563fdfb1864b4d57d929|60
6010d7208d1b85b3c4ab891fdcae83e7|60
59e59d53e41508574353f0de0bd06ce0|44
f5eb97545c97b0c6907619c1c5ad72eb|11
9ef47086ebc87770b1fb76d51229dda9|56
1875652740975c327dc2ed75a05b392a|11
b15c94045f971837ddb62585e5d8110e|60
d7fe6c35c164a5b35e50868b6c5c68a0|33
a1f04b1d88ca645ef1402ff80c7c916e|56
93d711dceda776ce6e4be3aec230ea8d|60
edb47a98b6a498fe15475183600af963|22
381eb4712b5543beb81eefb9173c9534|22
bd0e3e7e4f9dda096eb3c171ce5c5da3|44
f64630b582a9fc4963ec5d8bbc75faab|70
e86ee33266cb6dd130799b078c476cda|56
8351bcc759277bccf13e6b25c2e1f463|78
fc4e5a8a9c869a7cb40aebb49660d838|22
874458ca4dc1c98f48d4bc8ac95e19da|33
6abaf1af78269b161d20e8101891a11c|56
5e2ab03eb1d0eea4e297bb0b91d30579|60
81dd17de27e85072afebba3834c12d85|56
d26aa61e5e1ef3c45b045354f39a7938|80
503cfc787d2cc3c20845a360db802fcd|63
2895247cd619c9889e07102ae052cf0a|60
485cb80645eabaa483bf1841944702a3|56
9c024c7cbf633e7b2d8f5ba4b688d84e|33
d19203b709cb74ef50f5058d14016a5e|50
cd07be20e857e07cde5cce14ead65727|44
9194a3c4673b902ac6cf698c083ea697|56
17c5c6a67d6260c0dc7f1e7f4888794b|33
b07413faa1a799215830c35a5bb083f4|44
9d45882e93bfbc3e89e1008f3953b714|90
48588c6952a93649d09aa9ea51ed1aef|60
41b0f0d0133d9ecf9c3459efdbd42d10|60
ce6a3f63c047b5cbf00de6d77a2d0660|56
e832b56fb7e12430c54baf5984027e43|33
342fb768ada86ba4d0aaefb975e99952|22
7d02d9d8f835bbcd07757e623e4ada64|33
eef5ed2be4193d6d6c6e6e287b93f407|33
c8eb48dfcfd2f40910a66c51b48023a6|33
50f53d5ee7bce572ee5f9d8bd1633cd1|44
0ff410ff2be2af3acea00daaf6d076bb|33
95c162b4383d464c4de362b4ab8a2357|44
4719a0938ab853107a3f63f6b9072912|44
0fa81c631c7ddf6866d0e74b445def47|22
c539e7a00889e1a0c8bacc404c25355d|60
bc5dfef469e7dd05ee0b30de2b065156|33
7a4d8e90687ed5bae506506562310ddf|67
1f86103adba899ce6f47aa394cbe0628|60
96b48fd93aa2d8c685a9787c3d8400ae|22
911ce3564b6b8a26bf5f92798dd518cc|78
d32db57eaed056fcfceae9d9bde33beb|60
6d242cc8cd6a4887f9c7e0a8b1ae56a9|56
90ab7d06396dd34b34af4390f8e0105f|33
f8415b456061a0fb383f7e7e3906a745|56
67ee910fbe459037d1ef10304dee5724|56
8333277486251457cbe6f4ec3bc15118|22
d4f9b6d98cfff5d7bbb90418690ffabc|60
b67a5b92ef764b7831d74dd0bfb87ebb|100
5cd13a6144c8f5920e7d5fd4ccadfeec|33
0ed2158dfeb7ff13b29caa5d7e7fc935|44
f604d64d5cd18c1e688cfc3954f2550c|22
ebbd9ee486c5f819bd8cecbd22f7b87c|33
52b9e20bfb7672a1e07dc8cff4dd3f10|60
621667cd2956405cb50c22d280ba764f|67
06164a9bf8eec350afafa529f31eb70f|60
dc96b1d1a840878c4ad209500dea570b|22
ba5dc23970a750d6e4093c1cb4107ba3|0
9e2de7abfa54bf80d0f85790cb8e1907|60
3352914c6a99c3e538244a1969f68954|70
3803a5d1d9c8931b0569331eaf213c2f|44
7d3527eea74374b909ac24800308f605|60
7556c033a3a111da6835ef8f62cda26f|56
2ce806fcfcdd032306750aa0bd98cf27|60
6da0c04f86fd3b7d3abde9e6900c3cd8|33
90d0fd68592f228221026a41c29eed17|70
bd97412b254392860365c01fb17093fc|22
e38326783caec4224ae826c27f8e0214|60
36198653d27eb00d7a1a1a8047a2f4a5|56
4c8635c7252b2d5cd7256cae03a8f460|56
20e6c49d9c65e582c6edff55c31e9128|60
241951dd9fdee8ed40bb733c7cb716ac|60
e266e57057b71d4a3862aa9c284dbfef|33
8026bd10f5d7a8fdf5a627b00ad13793|60
e07d7c00025ae0421d37d52d8f156679|22
266f227b9d38e8d5b2354628a518b2fc|90
825a31f3a6c1347bab8bc9bcbc2d121b|33
2eba9f9d9fd8c0a905b1c0fc68d49f62|60
ae83f12bff8f2441a51f83de249a597b|60
e3056f241c812b35f323e32fda18f572|44
d2955e16e3dcb2af62fd75eb8f31a1eb|60
258a51aa2404629942a43219db4b599a|56
55205d5a9e7800783b1f51c90b6e5c5e|33
d98a1d1118f1d015cde26bfbca4c5a65|60
53077077dfddcc89151cc112e99975fe|11
8c02fac19185c4a1a83883b302138438|44
ecb98ec6a36f2732812a997a16c4dc98|50
b49d519722d625f14d19a126e56bee67|56
ff7ab3c81d1e94d81dc8bfedab31039d|56
c8f39764a2502ba7f9a761b848738265|70
a348c431b79cc08a7f8ec29b088c5ffc|33
8d58a800e5d21fc6af611278d715b154|60
b9e9e4fc14c6853752b3cd7681187a82|60
f6b685c44809fe2c40125a03d412133c|56
349b042fe05cd046c27c1f2f56507a29|60
bae1fe5fd6e2d1b4e9be8eba8dcecef3|90
0479e8042aa9717ce573cdef62d1b0e8|44
f72638ca90538b819013b797a83ad25b|60
455e3a2111dc76524e3e6243bdf37427|60
967f7c3ab23521ffd21da120bbfa9899|22
d18417aa28bb88bd2da2138db8b29952|80
b79232b6de45f0ca57c64bb846758562|56
e1cf13a32bce50b4e9aebf9bb35cdc2f|33
cbe9ec90c12e40eeda5d2ef72f15b80d|60
6a4fa284b4a9ea1391f7544bcb86435e|60
49bf23f99e96a1d51d43455a37ba46f4|44
b6fe4cc2ae90e6b379a8ce0e1749db48|56
4787ec6f376b12d39a038c6d740c12b3|22
0391dbecffb9d76618c0f660e2db1445|56
fee78adce8fb7d418a84d6b9ac75b953|33
c02447314bb61236c5c16990d0bec048|60
b5cfacf6edcc907681292bad11e5fe79|60
67d7f19eb55c90261064e81ebc9c344d|44
3790a0064682fb775ca586963afbecee|33
0c534fec468144e7f4be9ca492b2beaa|60
6bd9ead05d5e1c80af8d1b8512357438|60
4ea55b43777b576745c5c87698fb4970|56
4410fb2d9adb43b3bc3017fb3581f61b|56
131edf0016662936b1352f2446538ab4|33
ac4d2a6b9d43b20a8836e4cbac0c2a2e|60
b00cb44c33cf72f6a32d9385d90134a8|67
5c13a99b4f4924075539413041487ff1|44
e813221e0005624a3d3c2ffba93efb04|56
d824e35b623af60cdbc093855a57de1c|60
72921426180aaaf703a0b72a3873a1d4|33
54fb07cb8523460c984d1c7ca783bf64|22
4b3afe5c12bf5cc7b9876161f2d9f209|60
2e95c4fdaf8769b852ad153cffe7a86d|60
acde6da647348291fcf8b7c6a9a9bf70|22
8d76961f5a7919bfbf9c0ca3bcfd1b4c|67
e0ae24bd9a510b61de69c0047e8be6e3|67
c5ca32afd814a9cc966107cb319314d3|60
14faac6951518d2ac0e04d5c1ed1fca4|60
795c19a2ccaab8c2fe1f00f739510a0f|67
65b99b8999db674a5e9d97cf87e13d69|56
6d6b3254ee1d22af1df6740b4fcfb2eb|60
9546c5b1f8afe545db29edbd28c97d58|44
a0ecc043f404f4206cd3072d2004157a|22
9deb12ef4cb08f2c572279ce22a141a4|60
d673f90e0590080b4df48ef3250b4fae|60
f1aeb6e5e9d07f1d7f1d848649d6573f|44
354cddcb9340fe3f7be099afc448bb79|56
c2f39049d2c1d9527683ed47b4fb6ad7|60
45d5f3f0d664326051f9c3d17ebbe323|56
df9a57f8a6d7831c79b5d1ac61056324|60
4a2151709c35765fa841cd0ff68d4d2e|60
4c80c1546129a3cb81796e607ccd3c3f|60
26d6b985f10f847c4e6df094f7323175|56
5889956d8963ffe0dd606a42d42d1365|33
af88c10f3cbb6f930d7039977f11b575|33
50fdd74a26649b0d77f35d57f38c982c|60
a657c18c2485c77143a422a678f9086b|60
35dc7d0292302993252ff2ae67809443|22
0de15f6a8dcef479a801d27293b6f29e|60
3655bffb6b594ccfaabe96e9d9f7241b|56
2b9fdd111fc10a19ab28c5fff659b39f|33
80c14a976ec5a8e8f2138d2375b0b242|33
f5fffd727a702a37162407be23894f74|33
9063b12cf8c9af64dfe39f2e702bf2cf|56
02c801b46301202ce87d4a932fcf7391|60
1cd73d8bf28b9eaca0f6e7cd45eb5b01|11
b2a22bd4ae3ee22e36885721da738b1a|22
5204d2680cc2a07aa48713ae66d2b00f|33
b3b1699e9c6a2b1898d80c2e24264b12|44
a9586c2d23e723c7cddab07dd69b624e|33
87c58cbadf660c4bad47fa14e517c6b8|60
60f9c24041c21cef2282ea87589e4e52|44
b4047dda86867e08fd01aafbea6864b0|60
c4cdd4577faa1f5c3e0458094120e7b3|11
9b9cbfe0cd5c64624c7dd2079cb95b34|44
c33c6cfed80b845da4fb5c5b708f7811|60
158c75aa3a5951b6097a77ae8169fffd|60
4ff3bb526bef2dfc09d25d66edcdc772|22
d1092164715a2a5f64c161da633786e1|56
10f15ae03fffedb2de5f5ea0e8e96e59|44
17eb6fd5d5d4a5111eaf2b5b96910d31|22
5ae20392ccbc1046f578735a0beaa5fc|60
7b99ee85b982c29160e336cd3d6529c6|67
1e062dbae8a39b3f95cccc0e2d328dbc|60
8f4b93ce059ff3bbec8382832e099f21|60
aa9c265ffe2be40e4e68eae43a3d0cdb|60
b7b4f69f00289d6227e5ad030c4e7e86|60
db03e7a406ba61c4573ad8acb7b3b881|22
2a34a104ab85501ca07fc86e152837ea|67
caf77487b097d94d641a04a7b1c99f44|70
5a26c98f5136d9e57c2c3e2bc590e630|44
423ba45de152ae8c579a7f7a6f16c0b0|22
26e835b1c42c63ec5de9771038a99dab|60
80d8f4181b3a10a007d083d3369ba3dd|78
5d73fcae39dbf24a2d7109e0582f76d0|70
0f1204ea5f2d1725362bbe30d6ce835a|60
96fa1a9eea5ba9c1a26cb4b2ecb1ff2e|11
92e36b56cd456baf0801c22c7ab2c51b|80
94dadc6ecd1894cf3fa1d7433b231186|56
c3c62979909aa52e618841ebba5c83c4|33
5cb765dca9872486eb255871b46596dc|44
de4d2eee1a109782b7757ef201559f01|44
3ea174944fbe901fd8a44035d12f21c6|67
0e0c20676238519537d6a52671e42858|33
